design,recipe,nodes,levels,iterations
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l; rw -l; rs -K 6 -N 2 -l;rs -K 4 -N 2; rs -K 8 -l; b -l;rs -K 4 -N 1;rs -K 6;rs -K 10 -N 3;rs -K 14 -N 1;rs -K 6 -N 3; b -l;rs -K 16; rfz -l; rs -K 12 -N 2 -l;rs -K 8 -N 3; b",1127,12,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l; rw -l; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 4 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 6 -N 3; b -l;rs -K 16; rfz -l; rs -K 12 -N 2 -l;rs -K 8 -N 3; b",1087,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l; rw -l; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 4 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 6 -N 3; b -l;rs -K 16; rfz -l; rs -K 12 -N 2 -l;rs -K 8 -N 3; b",1087,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l; rw -l; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 6 -N 3; b -l;rs -K 16; rfz -l; rs -K 12 -N 2 -l;rs -K 8 -N 3; b",1087,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l; rw -l; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 8 -N 1; b -l;rs -K 16; rfz -l; rs -K 12 -N 2 -l;rs -K 8 -N 3; b",1098,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l; rw -l; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 8 -N 1; b -l;rs -K 16;rs -K 8 -N 2; rs -K 12 -N 2 -l;rs -K 8 -N 3; b",1119,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l; rw -l; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 8 -N 1; b -l;rs -K 16; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1098,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l; rw -l; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 8 -N 1; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1096,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l;rs -K 12 -N 2; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 8 -N 1; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1099,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l;rs -K 12 -N 2; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1103,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1091,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 4;rs -K 10 -N 3; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1115,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 10 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1101,13,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 10 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3;rs -K 16 -N 2;rs -K 10 -N 2; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1141,12,0
apex1_orig.bench,"rs -K 14 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 10 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1;rs -K 10 -N 1",1107,16,0
apex1_orig.bench,"rs -K 12 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 10 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 8;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1107,13,0
apex1_orig.bench,"rs -K 12 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 10 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1107,13,0
apex1_orig.bench,"rs -K 12 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 10 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2;rs -K 8 -N 1;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1139,13,0
apex1_orig.bench,"rs -K 12 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 4; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1098,13,0
apex1_orig.bench,"rs -K 12 -N 3; rs -K 6 -l;rs -K 10; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 6; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1099,13,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 4 -N 1;rs -K 10; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 10 -N 2; b -l;rs -K 6; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1099,13,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 4 -N 1;rs -K 10; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 6; b -l;rs -K 6; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1108,13,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 4 -N 1;rs -K 10; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3;rfz;rs -K 6; b -l;rs -K 6; rfz -l; rs -K 12 -N 2 -l;rs -K 16 -N 1; b",1146,12,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 4 -N 1;rs -K 10; rs -K 6 -N 2 -l;rs -K 4 -N 2;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 6; b -l;rs -K 6; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1115,13,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 4 -N 1;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 6; b -l;rs -K 6; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1126,13,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 4 -N 1;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 6; b -l;rs -K 6; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1;rs -K 8 -N 3",1126,18,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 4 -N 1;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rs -K 6;rs -K 10 -N 3; rwz -l;rs -K 6; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1122,13,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 4 -N 1;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 10 -N 3; rwz -l;rs -K 6; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1115,13,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 14;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 10 -N 3; rwz -l;rs -K 6; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1115,13,0
apex1_orig.bench,"rs -K 12 -N 3;rs -K 14;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 10 -N 3; rwz -l;rs -K 6;rs -K 12;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1148,13,0
apex1_orig.bench,"rw;rs -K 14;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 10 -N 3; rwz -l;rs -K 6; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1158,13,0
apex1_orig.bench,"rw;rs -K 14;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16;rs -K 16 -N 2;rs -K 14 -N 1;rfz;rs -K 10 -N 3; rwz -l;rs -K 6; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1152,13,0
apex1_orig.bench,"rw;rs -K 14;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 8; rwz -l;rs -K 6; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1164,12,0
apex1_orig.bench,"rw;rs -K 14;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 8; rwz -l;rs -K 6; b -l;rs -K 16 -N 2;rs -K 8 -N 2;rs -K 10 -N 1;rs -K 16 -N 1; b",1170,12,0
apex1_orig.bench,"rw;rs -K 14;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 8; rwz -l;rs -K 6 -N 3; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1161,12,0
apex1_orig.bench,"rw;rs -K 14;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16;rs -K 14 -N 3;rs -K 14 -N 1;rfz;rs -K 8; rwz -l;rs -K 6 -N 3; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1157,13,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 10; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 8; rwz -l;rs -K 6 -N 3; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1107,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 6 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 8; rwz -l;rs -K 6 -N 3; b -l;rs -K 16 -N 2; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1107,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 6 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 8; rwz -l;rs -K 6 -N 3; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1119,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 6 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 8;rs -K 4;rs -K 6 -N 3; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1156,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 6 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 8; rwz -l;rs -K 6 -N 3; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1119,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 6 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;rs -K 6 -N 3; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1109,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 6 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2;rs -K 10;rs -K 6 -N 3; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1144,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 4 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;rs -K 6 -N 3; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1110,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 4 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;rs -K 10 -N 1; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1113,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;rs -K 10 -N 1; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1121,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2;rs -K 6 -N 2;rs -K 10 -N 1; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1155,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;rs -K 10 -N 1; b -l;rs -K 4;rs -K 16;rs -K 10 -N 1;rs -K 16 -N 1; b",1142,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rs -K 10 -N 1;rs -K 14 -N 2; rwz -l;rs -K 10 -N 1; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1113,12,0
apex1_orig.bench,"rw;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;rs -K 10 -N 1; b -l;rs -K 4;rs -K 12 -N 1;rs -K 10 -N 1;rs -K 16 -N 1; b",1142,12,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;rs -K 10 -N 1; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1132,12,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;rs -K 10 -N 1;rs -K 12 -N 1;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1160,13,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16;rs -K 8;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;rs -K 10 -N 1; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1166,13,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;b; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1133,13,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;b; b -l;rs -K 4; rfz -l;rs -K 10 -N 1;rs -K 16 -N 1; b",1133,13,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;b; b -l;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 16 -N 1; b",1127,13,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14 -N 1;rfz;rs -K 14 -N 2; rwz -l;b; b -l;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 16 -N 1;rs -K 12 -N 3",1131,16,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 16; b -l;rs -K 14;rfz;rs -K 14 -N 2; rwz -l;b; b -l;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 16 -N 1; b",1127,13,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 6 -N 3; b -l;rs -K 14;rfz;rs -K 14 -N 2; rwz -l;b; b -l;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 16 -N 1; b",1127,13,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 6 -N 3; b -l;rs -K 14;rfz;rs -K 14 -N 2; rwz -l;b; b -l;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 4 -N 1; b",1127,13,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 6 -N 3; b -l;rs -K 14;rfz;rs -K 14 -N 2; rwz -l;b;rs -K 14 -N 3;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 4 -N 1; b",1130,13,0
apex1_orig.bench,"rs -K 16 -N 2;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 6 -N 3; b -l;rs -K 14;rfz;rs -K 14 -N 2; rwz -l;rs -K 6 -N 3;rs -K 14 -N 3;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 4 -N 1; b",1139,13,0
apex1_orig.bench,"rs -K 12;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rs -K 6 -N 3; b -l;rs -K 14;rfz;rs -K 14 -N 2; rwz -l;b;rs -K 14 -N 3;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 4 -N 1; b",1113,13,0
apex1_orig.bench,"rs -K 12;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rwz; b -l;rs -K 14;rfz;rs -K 14 -N 2; rwz -l;b;rs -K 14 -N 3;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 4 -N 1; b",1099,13,0
apex1_orig.bench,"rs -K 12;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rwz; b -l;rs -K 14;rs -K 10 -N 1;rs -K 14 -N 2; rwz -l;b;rs -K 14 -N 3;rs -K 4; rfz -l;rs -K 10 -N 3;rs -K 4 -N 1; b",1098,13,0
apex1_orig.bench,"rs -K 12;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rwz; b -l;rs -K 14;rs -K 10 -N 1;rs -K 14 -N 2; rwz -l;b;rs -K 14 -N 3;rs -K 4; rfz -l;rs -K 8 -N 1;rs -K 4 -N 1; b",1110,13,0
apex1_orig.bench,"rs -K 12;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rwz; b -l;rs -K 14;rs -K 10 -N 1;rs -K 14 -N 2;rs -K 16 -N 3;b;rs -K 14 -N 3;rs -K 4; rfz -l;rs -K 8 -N 1;rs -K 4 -N 1; b",1134,13,0
apex1_orig.bench,"rs -K 12;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rwz; b -l;rs -K 14;rs -K 10 -N 1;rs -K 14 -N 2;rs -K 12 -N 1;b;rs -K 14 -N 3;rs -K 4; rfz -l;rs -K 8 -N 1;rs -K 4 -N 1; b",1134,13,0
apex1_orig.bench,"rs -K 12;rs -K 16 -N 2;rs -K 12 -N 3; rs -K 6 -N 2 -l;rs -K 16;rwz; b -l;rs -K 14;rs -K 10 -N 1;rs -K 14 -N 2; rwz -l;b;rs -K 14 -N 3;rs -K 4; rfz -l;rs -K 8 -N 1;rs -K 4 -N 1; b",1110,13,0
